date,portname,portcalls_container,portcalls
2019-04-23,Ningbo,29,52
2019-04-24,Ningbo,26,53
2019-04-25,Ningbo,32,43
2019-04-26,Ningbo,36,71
2019-04-27,Ningbo,35,59
2019-04-28,Ningbo,34,57
2019-04-29,Ningbo,31,55
2019-04-30,Ningbo,6,10
2019-05-01,Ningbo,10,12
2019-05-02,Ningbo,32,67
2019-05-03,Ningbo,42,59
2019-05-04,Ningbo,32,64
2019-05-05,Ningbo,30,49
2019-05-06,Ningbo,33,60
2019-05-07,Ningbo,34,58
2019-05-08,Ningbo,29,54
2019-05-09,Ningbo,30,51
2019-05-10,Ningbo,31,59
2019-05-11,Ningbo,26,53
2019-05-12,Ningbo,32,52
2019-05-13,Ningbo,35,58
2019-05-14,Ningbo,25,43
2019-05-15,Ningbo,31,55
2019-05-16,Ningbo,22,40
2019-05-17,Ningbo,1,7
2019-05-18,Ningbo,36,58
2019-05-19,Ningbo,25,49
2019-05-20,Ningbo,37,62
2019-05-21,Ningbo,33,55
2019-05-22,Ningbo,32,51
2019-05-23,Ningbo,26,47
2019-05-24,Ningbo,27,59
2019-05-25,Ningbo,32,40
2019-05-26,Ningbo,33,45
2019-05-27,Ningbo,34,70
2019-05-28,Ningbo,28,54
2019-05-29,Ningbo,26,50
2019-05-30,Ningbo,25,46
2019-05-31,Ningbo,29,56
2019-06-01,Ningbo,30,52
2019-06-02,Ningbo,30,44
2019-06-03,Ningbo,26,58
2019-06-04,Ningbo,21,49
2019-06-05,Ningbo,35,65
2019-06-06,Ningbo,18,37
2019-06-07,Ningbo,33,63
2019-06-08,Ningbo,25,44
2019-06-09,Ningbo,42,65
2019-06-10,Ningbo,29,54
2019-06-11,Ningbo,26,56
2019-06-12,Ningbo,30,53
2019-06-13,Ningbo,29,52
2019-06-14,Ningbo,31,50
2019-06-15,Ningbo,34,52
2019-06-16,Ningbo,26,47
2019-06-17,Ningbo,34,52
2019-06-18,Ningbo,28,52
2019-06-19,Ningbo,35,52
2019-06-20,Ningbo,26,48
2019-06-21,Ningbo,34,62
2019-06-22,Ningbo,26,48
2019-06-23,Ningbo,33,53
2019-06-24,Ningbo,26,61
2019-06-25,Ningbo,31,48
2019-06-26,Ningbo,21,37
2019-06-27,Ningbo,34,65
2019-06-28,Ningbo,31,59
2019-06-29,Ningbo,27,52
2019-06-30,Ningbo,24,44
2019-07-01,Ningbo,33,52
2019-07-02,Ningbo,34,61
2019-07-03,Ningbo,32,62
2019-07-04,Ningbo,27,53
2019-07-05,Ningbo,29,51
2019-07-06,Ningbo,27,54
2019-07-07,Ningbo,27,55
2019-07-08,Ningbo,33,62
2019-07-09,Ningbo,29,51
2019-07-10,Ningbo,27,47
2019-07-11,Ningbo,31,58
2019-07-12,Ningbo,33,55
2019-07-13,Ningbo,27,46
2019-07-14,Ningbo,26,44
2019-07-15,Ningbo,35,54
2019-07-16,Ningbo,26,48
2019-07-17,Ningbo,35,67
2019-07-18,Ningbo,23,43
2019-07-19,Ningbo,23,37
2019-07-20,Ningbo,27,51
2019-07-21,Ningbo,23,43
2019-07-22,Ningbo,36,66
2019-07-23,Ningbo,24,52
2019-07-24,Ningbo,32,53
2019-07-25,Ningbo,33,63
2019-07-26,Ningbo,28,56
2019-07-27,Ningbo,31,50
2019-07-28,Ningbo,25,40
2019-07-29,Ningbo,26,40
2019-07-30,Ningbo,27,53
2019-07-31,Ningbo,28,58
2019-08-01,Ningbo,36,55
2019-08-02,Ningbo,31,53
2019-08-03,Ningbo,26,44
2019-08-04,Ningbo,28,44
2019-08-05,Ningbo,25,48
2019-08-06,Ningbo,34,63
2019-08-07,Ningbo,36,66
2019-08-08,Ningbo,14,21
2019-08-09,Ningbo,0,0
2019-08-10,Ningbo,0,0
2019-08-11,Ningbo,35,69
2019-08-12,Ningbo,32,57
2019-08-13,Ningbo,38,64
2019-08-14,Ningbo,31,67
2019-08-15,Ningbo,28,54
2019-08-16,Ningbo,32,62
2019-08-17,Ningbo,26,52
2019-08-18,Ningbo,29,49
2019-08-19,Ningbo,27,50
2019-08-20,Ningbo,38,58
2019-08-21,Ningbo,27,52
2019-08-22,Ningbo,29,54
2019-08-23,Ningbo,35,60
2019-08-24,Ningbo,27,55
2019-08-25,Ningbo,25,43
2019-08-26,Ningbo,32,66
2019-08-27,Ningbo,27,48
2019-08-28,Ningbo,30,50
2019-08-29,Ningbo,23,49
2019-08-30,Ningbo,34,62
2019-08-31,Ningbo,34,63
2019-09-01,Ningbo,20,43
2019-09-02,Ningbo,28,47
2019-09-03,Ningbo,32,60
2019-09-04,Ningbo,29,53
2019-09-05,Ningbo,24,43
2019-09-06,Ningbo,4,5
2019-09-07,Ningbo,41,77
2019-09-08,Ningbo,28,47
2019-09-09,Ningbo,29,61
2019-09-10,Ningbo,31,57
2019-09-11,Ningbo,37,60
2019-09-12,Ningbo,24,48
2019-09-13,Ningbo,31,60
2019-09-14,Ningbo,32,56
2019-09-15,Ningbo,33,54
2019-09-16,Ningbo,19,39
2019-09-17,Ningbo,33,54
2019-09-18,Ningbo,32,49
2019-09-19,Ningbo,29,55
2019-09-20,Ningbo,22,32
2019-09-21,Ningbo,3,3
2019-09-22,Ningbo,26,33
2019-09-23,Ningbo,31,75
2019-09-24,Ningbo,28,59
2019-09-25,Ningbo,34,67
2019-09-26,Ningbo,33,58
2019-09-27,Ningbo,29,53
2019-09-28,Ningbo,25,51
2019-09-29,Ningbo,31,54
2019-09-30,Ningbo,2,7
2019-10-01,Ningbo,0,0
2019-10-02,Ningbo,29,53
2019-10-03,Ningbo,27,56
2019-10-04,Ningbo,32,66
2019-10-05,Ningbo,31,62
2019-10-06,Ningbo,28,52
2019-10-07,Ningbo,29,58
2019-10-08,Ningbo,29,62
2019-10-09,Ningbo,31,51
2019-10-10,Ningbo,25,49
2019-10-11,Ningbo,22,47
2019-10-12,Ningbo,25,56
2019-10-13,Ningbo,26,58
2019-10-14,Ningbo,27,50
2019-10-15,Ningbo,21,39
2019-10-16,Ningbo,23,49
2019-10-17,Ningbo,27,50
2019-10-18,Ningbo,21,52
2019-10-19,Ningbo,23,45
2019-10-20,Ningbo,28,50
2019-10-21,Ningbo,24,51
2019-10-22,Ningbo,33,58
2019-10-23,Ningbo,28,49
2019-10-24,Ningbo,29,54
2019-10-25,Ningbo,26,44
2019-10-26,Ningbo,26,42
2019-10-27,Ningbo,31,40
2019-10-28,Ningbo,32,59
2019-10-29,Ningbo,28,57
2019-10-30,Ningbo,25,43
2019-10-31,Ningbo,27,47
2019-11-01,Ningbo,28,53
2019-11-02,Ningbo,25,54
2019-11-03,Ningbo,22,49
2019-11-04,Ningbo,34,56
2019-11-05,Ningbo,29,53
2019-11-06,Ningbo,33,52
2019-11-07,Ningbo,34,56
2019-11-08,Ningbo,31,55
2019-11-09,Ningbo,25,44
2019-11-10,Ningbo,29,49
2019-11-11,Ningbo,30,49
2019-11-12,Ningbo,25,59
2019-11-13,Ningbo,27,42
2019-11-14,Ningbo,33,53
2019-11-15,Ningbo,27,44
2019-11-16,Ningbo,24,49
2019-11-17,Ningbo,17,32
2019-11-18,Ningbo,22,27
2019-11-19,Ningbo,29,59
2019-11-20,Ningbo,31,53
2019-11-21,Ningbo,33,44
2019-11-22,Ningbo,29,47
2019-11-23,Ningbo,22,33
2019-11-24,Ningbo,25,34
2019-11-25,Ningbo,31,47
2019-11-26,Ningbo,35,56
2019-11-27,Ningbo,17,34
2019-11-28,Ningbo,24,35
2019-11-29,Ningbo,22,30
2019-11-30,Ningbo,24,38
2019-12-01,Ningbo,4,6
2019-12-02,Ningbo,27,40
2019-12-03,Ningbo,34,60
2019-12-04,Ningbo,27,46
2019-12-05,Ningbo,31,47
2019-12-06,Ningbo,23,32
2019-12-07,Ningbo,25,44
2019-12-08,Ningbo,24,49
2019-12-09,Ningbo,25,40
2019-12-10,Ningbo,34,55
2019-12-11,Ningbo,30,48
2019-12-12,Ningbo,25,47
2019-12-13,Ningbo,29,51
2019-12-14,Ningbo,28,45
2019-12-15,Ningbo,27,45
2019-12-16,Ningbo,28,52
2019-12-17,Ningbo,31,45
2019-12-18,Ningbo,26,45
2019-12-19,Ningbo,34,49
2019-12-20,Ningbo,26,48
2019-12-21,Ningbo,24,45
2019-12-22,Ningbo,28,47
2019-12-23,Ningbo,31,47
2019-12-24,Ningbo,32,54
2019-12-25,Ningbo,32,46
2019-12-26,Ningbo,8,13
2019-12-27,Ningbo,34,64
2019-12-28,Ningbo,29,48
2019-12-29,Ningbo,31,45
2019-12-30,Ningbo,17,27
2019-12-31,Ningbo,27,38
2020-01-01,Ningbo,26,46
2020-01-02,Ningbo,25,53
2020-01-03,Ningbo,30,55
2020-01-04,Ningbo,26,49
2020-01-05,Ningbo,26,42
2020-01-06,Ningbo,31,49
2020-01-07,Ningbo,11,15
2020-01-08,Ningbo,30,45
2020-01-09,Ningbo,25,44
2020-01-10,Ningbo,32,52
2020-01-11,Ningbo,27,40
2020-01-12,Ningbo,25,47
2020-01-13,Ningbo,26,41
2020-01-14,Ningbo,29,49
2020-01-15,Ningbo,27,46
2020-01-16,Ningbo,31,51
2020-01-17,Ningbo,26,41
2020-01-18,Ningbo,26,47
2020-01-19,Ningbo,33,56
2020-01-20,Ningbo,24,48
2020-01-21,Ningbo,32,49
2020-01-22,Ningbo,29,45
2020-01-23,Ningbo,29,43
2020-01-24,Ningbo,24,41
2020-01-25,Ningbo,27,47
2020-01-26,Ningbo,21,25
2020-01-27,Ningbo,32,38
2020-01-28,Ningbo,31,60
2020-01-29,Ningbo,22,39
2020-01-30,Ningbo,17,18
2020-01-31,Ningbo,20,47
2020-02-01,Ningbo,20,39
2020-02-02,Ningbo,19,32
2020-02-03,Ningbo,19,45
2020-02-04,Ningbo,20,44
2020-02-05,Ningbo,14,33
2020-02-06,Ningbo,13,27
2020-02-07,Ningbo,18,34
2020-02-08,Ningbo,14,30
2020-02-09,Ningbo,13,31
2020-02-10,Ningbo,27,45
2020-02-11,Ningbo,18,34
2020-02-12,Ningbo,15,30
2020-02-13,Ningbo,12,16
2020-02-14,Ningbo,8,18
2020-02-15,Ningbo,18,19
2020-02-16,Ningbo,6,7
2020-02-17,Ningbo,26,35
2020-02-18,Ningbo,31,58
2020-02-19,Ningbo,30,52
2020-02-20,Ningbo,30,54
2020-02-21,Ningbo,22,50
2020-02-22,Ningbo,17,46
2020-02-23,Ningbo,21,43
2020-02-24,Ningbo,27,53
2020-02-25,Ningbo,21,42
2020-02-26,Ningbo,21,44
2020-02-27,Ningbo,23,52
2020-02-28,Ningbo,26,46
2020-02-29,Ningbo,27,35
2020-03-01,Ningbo,21,34
2020-03-02,Ningbo,16,21
2020-03-03,Ningbo,13,22
2020-03-04,Ningbo,17,27
2020-03-05,Ningbo,12,23
2020-03-06,Ningbo,18,32
2020-03-07,Ningbo,23,35
2020-03-08,Ningbo,12,19
2020-03-09,Ningbo,10,13
2020-03-10,Ningbo,25,40
2020-03-11,Ningbo,23,34
2020-03-12,Ningbo,21,32
2020-03-13,Ningbo,17,27
2020-03-14,Ningbo,19,32
2020-03-15,Ningbo,24,41
2020-03-16,Ningbo,22,41
2020-03-17,Ningbo,26,37
2020-03-18,Ningbo,7,27
2020-03-19,Ningbo,33,57
2020-03-20,Ningbo,31,55
2020-03-21,Ningbo,30,54
2020-03-22,Ningbo,31,51
2020-03-23,Ningbo,27,58
2020-03-24,Ningbo,36,57
2020-03-25,Ningbo,24,55
2020-03-26,Ningbo,16,25
2020-03-27,Ningbo,30,44
2020-03-28,Ningbo,26,47
2020-03-29,Ningbo,24,40
2020-03-30,Ningbo,12,23
2020-03-31,Ningbo,11,22
2020-04-01,Ningbo,32,55
2020-04-02,Ningbo,25,41
2020-04-03,Ningbo,19,33
2020-04-04,Ningbo,24,36
2020-04-05,Ningbo,23,37
2020-04-06,Ningbo,23,45
2020-04-07,Ningbo,29,38
2020-04-08,Ningbo,26,47
2020-04-09,Ningbo,28,45
2020-04-10,Ningbo,21,36
2020-04-11,Ningbo,13,34
2020-04-12,Ningbo,28,36
2020-04-13,Ningbo,33,64
2020-04-14,Ningbo,30,55
2020-04-15,Ningbo,31,66
2020-04-16,Ningbo,13,31
2020-04-17,Ningbo,33,57
2020-04-18,Ningbo,29,53
2020-04-19,Ningbo,24,38
2020-04-20,Ningbo,32,58
2020-04-21,Ningbo,28,57
2020-04-22,Ningbo,23,44
2020-04-23,Ningbo,18,36
2020-04-24,Ningbo,25,48
2020-04-25,Ningbo,27,50
2020-04-26,Ningbo,25,50
2020-04-27,Ningbo,18,34
2020-04-28,Ningbo,21,33
2020-04-29,Ningbo,18,37
2020-04-30,Ningbo,19,45
2020-05-01,Ningbo,15,32
2020-05-02,Ningbo,22,29
2020-05-03,Ningbo,20,26
2020-05-04,Ningbo,13,32
2020-05-05,Ningbo,14,22
2020-05-06,Ningbo,22,41
2020-05-07,Ningbo,13,21
2020-05-08,Ningbo,6,13
2020-05-09,Ningbo,22,34
2020-05-10,Ningbo,17,31
2020-05-11,Ningbo,20,36
2020-05-12,Ningbo,26,50
2020-05-13,Ningbo,19,38
2020-05-14,Ningbo,10,23
2020-05-15,Ningbo,17,27
2020-05-16,Ningbo,11,24
2020-05-17,Ningbo,12,23
2020-05-18,Ningbo,30,45
2020-05-19,Ningbo,23,43
2020-05-20,Ningbo,21,38
2020-05-21,Ningbo,23,32
2020-05-22,Ningbo,19,39
2020-05-23,Ningbo,21,36
2020-05-24,Ningbo,13,24
2020-05-25,Ningbo,20,32
2020-05-26,Ningbo,20,38
2020-05-27,Ningbo,26,52
2020-05-28,Ningbo,24,54
2020-05-29,Ningbo,21,42
2020-05-30,Ningbo,19,29
2020-05-31,Ningbo,16,27
2020-06-01,Ningbo,17,32
2020-06-02,Ningbo,26,34
2020-06-03,Ningbo,20,31
2020-06-04,Ningbo,16,26
2020-06-05,Ningbo,3,11
2020-06-06,Ningbo,25,38
2020-06-07,Ningbo,17,31
2020-06-08,Ningbo,13,27
2020-06-09,Ningbo,20,30
2020-06-10,Ningbo,13,27
2020-06-11,Ningbo,23,37
2020-06-12,Ningbo,28,45
2020-06-13,Ningbo,24,44
2020-06-14,Ningbo,23,35
2020-06-15,Ningbo,16,28
2020-06-16,Ningbo,14,23
2020-06-17,Ningbo,21,36
2020-06-18,Ningbo,19,29
2020-06-19,Ningbo,24,39
2020-06-20,Ningbo,27,35
2020-06-21,Ningbo,13,15
2020-06-22,Ningbo,17,30
2020-06-23,Ningbo,18,39
2020-06-24,Ningbo,20,28
2020-06-25,Ningbo,20,36
2020-06-26,Ningbo,19,36
2020-06-27,Ningbo,15,33
2020-06-28,Ningbo,27,41
2020-06-29,Ningbo,15,34
2020-06-30,Ningbo,26,45
2020-07-01,Ningbo,21,37
2020-07-02,Ningbo,21,34
2020-07-03,Ningbo,15,27
2020-07-04,Ningbo,17,29
2020-07-05,Ningbo,21,32
2020-07-06,Ningbo,20,38
2020-07-07,Ningbo,23,39
2020-07-08,Ningbo,10,20
2020-07-09,Ningbo,21,32
2020-07-10,Ningbo,14,27
2020-07-11,Ningbo,27,45
2020-07-12,Ningbo,24,39
2020-07-13,Ningbo,19,32
2020-07-14,Ningbo,20,37
2020-07-15,Ningbo,15,35
2020-07-16,Ningbo,21,35
2020-07-17,Ningbo,25,46
2020-07-18,Ningbo,26,50
2020-07-19,Ningbo,14,28
2020-07-20,Ningbo,24,39
2020-07-21,Ningbo,21,29
2020-07-22,Ningbo,22,32
2020-07-23,Ningbo,20,36
2020-07-24,Ningbo,23,41
2020-07-25,Ningbo,24,32
2020-07-26,Ningbo,20,34
2020-07-27,Ningbo,19,31
2020-07-28,Ningbo,21,29
2020-07-29,Ningbo,21,35
2020-07-30,Ningbo,13,26
2020-07-31,Ningbo,21,33
2020-08-01,Ningbo,16,26
2020-08-02,Ningbo,19,26
2020-08-03,Ningbo,2,2
2020-08-04,Ningbo,10,10
2020-08-05,Ningbo,18,36
2020-08-06,Ningbo,18,40
2020-08-07,Ningbo,27,45
2020-08-08,Ningbo,23,39
2020-08-09,Ningbo,22,34
2020-08-10,Ningbo,23,36
2020-08-11,Ningbo,13,23
2020-08-12,Ningbo,19,38
2020-08-13,Ningbo,26,40
2020-08-14,Ningbo,19,29
2020-08-15,Ningbo,27,44
2020-08-16,Ningbo,19,29
2020-08-17,Ningbo,24,33
2020-08-18,Ningbo,18,32
2020-08-19,Ningbo,22,43
2020-08-20,Ningbo,23,33
2020-08-21,Ningbo,22,33
2020-08-22,Ningbo,15,25
2020-08-23,Ningbo,21,31
2020-08-24,Ningbo,16,31
2020-08-25,Ningbo,17,21
2020-08-26,Ningbo,18,26
2020-08-27,Ningbo,19,34
2020-08-28,Ningbo,22,37
2020-08-29,Ningbo,18,38
2020-08-30,Ningbo,24,39
2020-08-31,Ningbo,20,37
2020-09-01,Ningbo,12,15
2020-09-02,Ningbo,10,18
2020-09-03,Ningbo,24,39
2020-09-04,Ningbo,23,40
2020-09-05,Ningbo,14,27
2020-09-06,Ningbo,13,21
2020-09-07,Ningbo,23,42
2020-09-08,Ningbo,22,39
2020-09-09,Ningbo,24,40
2020-09-10,Ningbo,21,31
2020-09-11,Ningbo,16,26
2020-09-12,Ningbo,17,26
2020-09-13,Ningbo,13,25
2020-09-14,Ningbo,13,23
2020-09-15,Ningbo,12,23
2020-09-16,Ningbo,17,26
2020-09-17,Ningbo,18,29
2020-09-18,Ningbo,23,33
2020-09-19,Ningbo,18,31
2020-09-20,Ningbo,14,23
2020-09-21,Ningbo,16,26
2020-09-22,Ningbo,10,22
2020-09-23,Ningbo,19,26
2020-09-24,Ningbo,13,23
2020-09-25,Ningbo,17,31
2020-09-26,Ningbo,16,28
2020-09-27,Ningbo,14,23
2020-09-28,Ningbo,13,25
2020-09-29,Ningbo,15,29
2020-09-30,Ningbo,10,21
2020-10-01,Ningbo,15,27
2020-10-02,Ningbo,18,26
2020-10-03,Ningbo,20,27
2020-10-04,Ningbo,14,19
2020-10-05,Ningbo,19,28
2020-10-06,Ningbo,14,20
2020-10-07,Ningbo,20,32
2020-10-08,Ningbo,16,31
2020-10-09,Ningbo,19,30
2020-10-10,Ningbo,20,39
2020-10-11,Ningbo,22,30
2020-10-12,Ningbo,26,50
2020-10-13,Ningbo,16,31
2020-10-14,Ningbo,19,36
2020-10-15,Ningbo,17,33
2020-10-16,Ningbo,25,49
2020-10-17,Ningbo,24,33
2020-10-18,Ningbo,19,28
2020-10-19,Ningbo,21,34
2020-10-20,Ningbo,24,43
2020-10-21,Ningbo,20,35
2020-10-22,Ningbo,18,31
2020-10-23,Ningbo,21,34
2020-10-24,Ningbo,13,27
2020-10-25,Ningbo,18,26
2020-10-26,Ningbo,19,35
2020-10-27,Ningbo,18,33
2020-10-28,Ningbo,18,26
2020-10-29,Ningbo,11,18
2020-10-30,Ningbo,18,28
2020-10-31,Ningbo,17,30
2020-11-01,Ningbo,15,23
2020-11-02,Ningbo,19,33
2020-11-03,Ningbo,15,26
2020-11-04,Ningbo,20,31
2020-11-05,Ningbo,13,26
2020-11-06,Ningbo,22,42
2020-11-07,Ningbo,13,24
2020-11-08,Ningbo,14,21
2020-11-09,Ningbo,20,30
2020-11-10,Ningbo,11,20
2020-11-11,Ningbo,13,22
2020-11-12,Ningbo,16,27
2020-11-13,Ningbo,17,25
2020-11-14,Ningbo,14,29
2020-11-15,Ningbo,13,23
2020-11-16,Ningbo,11,22
2020-11-17,Ningbo,14,20
2020-11-18,Ningbo,11,17
2020-11-19,Ningbo,16,27
2020-11-20,Ningbo,15,36
2020-11-21,Ningbo,10,13
2020-11-22,Ningbo,13,15
2020-11-23,Ningbo,14,28
2020-11-24,Ningbo,16,33
2020-11-25,Ningbo,10,20
2020-11-26,Ningbo,16,24
2020-11-27,Ningbo,12,17
2020-11-28,Ningbo,11,20
2020-11-29,Ningbo,13,20
2020-11-30,Ningbo,10,23
2020-12-01,Ningbo,19,30
2020-12-02,Ningbo,15,21
2020-12-03,Ningbo,13,17
2020-12-04,Ningbo,13,26
2020-12-05,Ningbo,17,27
2020-12-06,Ningbo,16,24
2020-12-07,Ningbo,19,26
2020-12-08,Ningbo,8,18
2020-12-09,Ningbo,12,22
2020-12-10,Ningbo,12,21
2020-12-11,Ningbo,6,16
2020-12-12,Ningbo,17,30
2020-12-13,Ningbo,13,20
2020-12-14,Ningbo,9,11
2020-12-15,Ningbo,12,26
2020-12-16,Ningbo,17,25
2020-12-17,Ningbo,14,23
2020-12-18,Ningbo,14,23
2020-12-19,Ningbo,8,17
2020-12-20,Ningbo,8,10
2020-12-21,Ningbo,15,26
2020-12-22,Ningbo,21,38
2020-12-23,Ningbo,18,30
2020-12-24,Ningbo,23,36
2020-12-25,Ningbo,12,19
2020-12-26,Ningbo,21,29
2020-12-27,Ningbo,13,20
2020-12-28,Ningbo,12,24
2020-12-29,Ningbo,1,1
2020-12-30,Ningbo,0,0
2020-12-31,Ningbo,18,31
2021-01-01,Ningbo,20,35
2021-01-02,Ningbo,18,30
2021-01-03,Ningbo,12,22
2021-01-04,Ningbo,11,27
2021-01-05,Ningbo,20,34
2021-01-06,Ningbo,12,18
2021-01-07,Ningbo,0,0
2021-01-08,Ningbo,19,22
2021-01-09,Ningbo,19,30
2021-01-10,Ningbo,14,27
2021-01-11,Ningbo,18,28
2021-01-12,Ningbo,15,27
2021-01-13,Ningbo,18,32
2021-01-14,Ningbo,20,40
2021-01-15,Ningbo,14,23
2021-01-16,Ningbo,15,16
2021-01-17,Ningbo,17,26
2021-01-18,Ningbo,21,37
2021-01-19,Ningbo,13,17
2021-01-20,Ningbo,18,25
2021-01-21,Ningbo,14,19
2021-01-22,Ningbo,7,9
2021-01-23,Ningbo,22,40
2021-01-24,Ningbo,23,32
2021-01-25,Ningbo,16,33
2021-01-26,Ningbo,26,40
2021-01-27,Ningbo,17,25
2021-01-28,Ningbo,18,27
2021-01-29,Ningbo,18,38
2021-01-30,Ningbo,16,33
2021-01-31,Ningbo,13,22
2021-02-01,Ningbo,24,41
2021-02-02,Ningbo,19,35
2021-02-03,Ningbo,15,27
2021-02-04,Ningbo,23,40
2021-02-05,Ningbo,17,28
2021-02-06,Ningbo,20,44
2021-02-07,Ningbo,18,24
2021-02-08,Ningbo,22,35
2021-02-09,Ningbo,20,32
2021-02-10,Ningbo,17,33
2021-02-11,Ningbo,24,47
2021-02-12,Ningbo,29,55
2021-02-13,Ningbo,29,55
2021-02-14,Ningbo,28,52
2021-02-15,Ningbo,25,49
2021-02-16,Ningbo,34,58
2021-02-17,Ningbo,32,53
2021-02-18,Ningbo,21,50
2021-02-19,Ningbo,28,50
2021-02-20,Ningbo,28,54
2021-02-21,Ningbo,21,46
2021-02-22,Ningbo,23,53
2021-02-23,Ningbo,24,39
2021-02-24,Ningbo,23,44
2021-02-25,Ningbo,29,48
2021-02-26,Ningbo,27,45
2021-02-27,Ningbo,21,45
2021-02-28,Ningbo,14,38
2021-03-01,Ningbo,14,21
2021-03-02,Ningbo,22,35
2021-03-03,Ningbo,21,45
2021-03-04,Ningbo,26,57
2021-03-05,Ningbo,26,54
2021-03-06,Ningbo,29,51
2021-03-07,Ningbo,25,52
2021-03-08,Ningbo,29,57
2021-03-09,Ningbo,27,61
2021-03-10,Ningbo,36,57
2021-03-11,Ningbo,30,48
2021-03-12,Ningbo,35,54
2021-03-13,Ningbo,26,46
2021-03-14,Ningbo,33,57
2021-03-15,Ningbo,29,56
2021-03-16,Ningbo,26,56
2021-03-17,Ningbo,34,57
2021-03-18,Ningbo,36,59
2021-03-19,Ningbo,32,53
2021-03-20,Ningbo,30,41
2021-03-21,Ningbo,26,49
2021-03-22,Ningbo,25,55
2021-03-23,Ningbo,31,69
2021-03-24,Ningbo,35,58
2021-03-25,Ningbo,25,45
2021-03-26,Ningbo,25,42
2021-03-27,Ningbo,25,39
2021-03-28,Ningbo,25,51
2021-03-29,Ningbo,30,58
2021-03-30,Ningbo,30,54
2021-03-31,Ningbo,6,20
