date,portname,portcalls_container,portcalls
2021-03-08,Shanghai,40,138
2021-03-09,Shanghai,36,131
2021-03-10,Shanghai,35,103
2021-03-11,Shanghai,32,129
2021-03-12,Shanghai,35,117
2021-03-13,Shanghai,29,124
2021-03-14,Shanghai,32,109
2021-03-15,Shanghai,41,110
2021-03-16,Shanghai,31,144
2021-03-17,Shanghai,35,125
2021-03-18,Shanghai,35,115
2021-03-19,Shanghai,18,83
2021-03-20,Shanghai,39,163
2021-03-21,Shanghai,35,118
2021-03-22,Shanghai,34,133
2021-03-23,Shanghai,27,116
2021-03-24,Shanghai,33,105
2021-03-25,Shanghai,30,97
2021-03-26,Shanghai,37,115
2021-03-27,Shanghai,37,103
2021-03-28,Shanghai,22,101
2021-03-29,Shanghai,8,46
2021-03-30,Shanghai,48,189
2021-03-31,Shanghai,30,88
